2614.55	2614.51	0.276826	1.03805	0.0972648
2105.53	2103.51	1.91005	1.79969	1.64373
1598.52	1593.51	0.176433	0.1	0.0421262
1460.57	1460.82	0.0611269	0.812337	0.0220368
910.688	911.204	0.265917	0.586006	0.138246
1121.1	1120.29	0.520848	0.845531	0.211287
1172.91	1173.23	0.0658968	0.719035	0.0276621
1332.06	1332.49	0.0670148	0.756461	0.0263364
1236.17	1238.12	1.19859	1.8	1.21823
1764.21	1764.49	0.381438	0.99054	0.184795
2204.55	2204.06	0.577444	0.673431	0.185939
582.763	583.191	0.23011	0.519841	0.0890496
510.522	511	0.314888	0.821732	0.128464
1729.81	1729.6	0.686817	0.643928	0.171296
326.922	338.3	1.00048	0.662994	0.40959
1597.37	1588.1	3.16201	1.78433	1.11187
722.05	727.3	0.155114	0.1	0.0655668
834.898	834.848	0.161296	0.725695	0.0688475
2445.39	2447.86	0.74249	0.199905	0.196889
