2614.92	2614.51	0.20795	0.974534	0.070432
2105.3	2103.51	0.543626	0.965562	0.171706
1587.67	1593.51	1.07198	1.547	0.391404
1461.26	1460.82	0.0451735	0.752001	0.0154822
911.68	911.204	0.130439	0.423504	0.0528307
1120.24	1120.29	0.617796	0.830475	0.248463
1173.69	1173.23	0.0580481	0.659393	0.0230874
1332.98	1332.49	0.0544196	0.664854	0.0200893
1238.45	1238.12	0.497196	0.337008	0.152842
1765.28	1764.49	0.265418	0.883746	0.107191
2204.41	2204.06	0.527243	0.948642	0.240424
583.759	583.191	0.164771	0.452199	0.0592394
511.265	511	0.198133	0.675305	0.084468
1729.64	1729.6	1.8909	0.798918	0.454307
333.71	338.3	16.0651	0.70591	0.184485
1587.52	1588.1	0.99552	1.79999	1.42627
724.566	727.3	0.569086	0.826136	0.192775
835.649	834.848	0.40024	0.462292	0.18307
2448.53	2447.86	1.50514	1.38693	0.51135
