2615.16	2614.51	0.470867	0.927805	0.124261
2104.11	2103.51	0.950613	0.552908	0.246211
1585.69	1593.51	2.10464	1.79897	1.0631
1461.57	1460.82	0.0977893	0.688383	0.028795
911.565	911.204	0.444242	0.538004	0.151923
1121.19	1120.29	0.832517	0.74337	0.244669
1173.94	1173.23	0.127326	0.638012	0.0403462
1333.15	1332.49	0.112554	0.563986	0.0346322
1243.83	1238.12	5.0934	1.78027	1.11784
1765.28	1764.49	0.858788	0.96869	0.274901
2206.49	2204.06	1.02522	1.43298	0.272176
583.547	583.191	0.339066	0.446101	0.0896395
511.785	511	0.532404	0.81891	0.187082
1727.49	1729.6	0.437463	0.132091	0.113239
326.995	338.3	12.7556	1.79999	1.64256
1585.64	1588.1	2.06016	1.54498	1.35673
721.507	727.3	0.829545	1.11662	0.285187
834.912	834.848	1.01662	1.16457	0.377164
2445.98	2447.86	0.859169	0.288285	0.274952
