2614.84	2614.51	0.233059	0.984264	0.0692283
2105.77	2103.51	0.534781	0.981528	0.161852
1588.34	1593.51	1.46833	1.52284	0.457725
1461.17	1460.82	0.0539758	0.807625	0.0176707
911.481	911.204	0.264539	0.816514	0.107833
1119.62	1120.29	0.424491	0.588282	0.192705
1173.29	1173.23	0.0610578	0.672071	0.0228151
1332.63	1332.49	0.0631221	0.743441	0.0227738
1236.19	1238.12	3.10479	1.8	1.69767
1764.51	1764.49	0.325658	0.928428	0.14428
2203.95	2204.06	0.480465	0.597239	0.164483
582.959	583.191	0.255774	0.533176	0.114798
511.104	511	0.191216	0.516097	0.0681139
1728.65	1729.6	0.826127	1.17858	0.280391
325.517	338.3	4.91946	1.79977	1.38138
1588.36	1588.1	1.43273	1.59243	1.2739
723.397	727.3	1.51522	1.79998	1.20218
834.614	834.848	0.216968	0.526347	0.0822513
2446.84	2447.86	1.27308	0.971621	0.564643
